Benchmark,Perf Issue,Severity,Median Ratio,CI Lower,CI Upper,Perf Change Found
service.BenchmarkRequestFlightsQuery,request-id,2048,1.7706301761387815,1.7503808563436456,1.8028573618439505,True
database.BenchmarkValuesGenerics,request-id,2048,0.9980933865155392,0.9896712964707632,1.0081304380982812,False
database.BenchmarkValues,request-id,2048,0.9989145870015708,0.9922380929295594,1.0059999472232528,False
service.BenchmarkHandlerGetFlightSeats,request-id,2048,1.0094314695337776,0.968700229739291,1.0298706851341357,False
service.BenchmarkHandlerCreateBooking,request-id,2048,0.9989818236669433,0.965209082733813,1.0339817110973342,False
database.BenchmarkPut,request-id,2048,0.9949042731309601,0.952306154505212,1.037124685697382,False
database.BenchmarkGet,request-id,2048,0.9977746870653686,0.9576815316428671,1.0463566770626596,False
service.BenchmarkRequestSeats,request-id,2048,6.104831717506109,5.972211375401642,6.169933031459217,True
service.BenchmarkHandlerGetBookings,request-id,2048,1.0003514849494444,0.9860008321899383,1.011097646724414,False
service.BenchmarkRequestFlight,request-id,2048,597.4500053016646,589.695483600545,608.1979492714516,True
